,comparison,rounded,ratio
1585,Morris.MathematicalModelingPlants.index-mccleary.geometryFromADifferentiablePointOfView.index,11,11.254019292604502
1586,Morris.MathematicalModelingPlants.index-casasalvero.analyticprojectivegeometry.index,11,11.411992263056092
1587,Morris.MathematicalModelingPlants.index-reid.algebraicgeometry.index,13,13.402061855670103
1588,Morris.MathematicalModelingPlants.index-audin.geometry.index,9,9.375
1589,Morris.MathematicalModelingPlants.index-Scwartz.MostlySurfaces.index,10,10.0
1590,Morris.MathematicalModelingPlants.index-Snapper.MetricAffineGeometry.index,13,12.76595744680851
1591,Morris.MathematicalModelingPlants.index-Tarrida.AffineMaps.index,12,12.105263157894736
1592,Morris.MathematicalModelingPlants.index-Gruenberg.LinearGeometry.index,11,11.206896551724139
1593,Morris.MathematicalModelingPlants.index-Rees.Geometry.index,10,10.294117647058824
1594,Morris.MathematicalModelingPlants.index-Gallier.GeometricMethods.index,11,10.99290780141844
1595,Morris.MathematicalModelingPlants.index-Moise.Geometry.index,10,9.719222462203025
1596,Morris.MathematicalModelingPlants.index-langindex,12,12.405063291139241
1597,Morris.MathematicalModelingPlants.index-birkhoffindex,8,7.9239302694136295
1598,Morris.MathematicalModelingPlants.index-strangindex,13,13.195548489666137
1599,Morris.MathematicalModelingPlants.index-Burris.UniversalAlgebra.Index,13,13.150684931506849
1600,Morris.MathematicalModelingPlants.index-Artin.GeometricAlgebra.Index,9,9.375
1601,Morris.MathematicalModelingPlants.index-rudinindex,11,10.829493087557603
1602,Morris.MathematicalModelingPlants.index-Spivak.Calculus.Index,11,11.041009463722398
1603,Morris.MathematicalModelingPlants.index-Tao.MeasureTheory.Index,12,12.286689419795222
1604,Morris.MathematicalModelingPlants.index-soareindex,11,11.284046692607005
1605,Morris.MathematicalModelingPlants.index-markerindex,9,9.214092140921409
1606,Morris.MathematicalModelingPlants.index-awodeyindex,13,12.95843520782396
1607,Morris.MathematicalModelingPlants.index-Jech.SetTheory.Index,9,8.75462392108508
1608,Morris.MathematicalModelingPlants.index-TarskiGivant.SetTheory.Index,12,11.764705882352942
1609,Morris.MathematicalModelingPlants.index-Awodey.CategoryTheory.Index,13,13.118811881188119
1610,Morris.MathematicalModelingPlants.index-maninindex,10,10.071942446043165
1611,Morris.MathematicalModelingPlants.index-koralovindex,18,18.209876543209877
1612,Morris.MathematicalModelingPlants.index-Probability.Index,12,12.280701754385966
1613,Morris.MathematicalModelingPlants.index-Rolf.FiniteMathematics.Index,16,16.42156862745098
1614,Morris.MathematicalModelingPlants.index-Dougherty.CombinatoricsAndFiniteGeometry.index,13,12.719298245614034
1615,Morris.MathematicalModelingPlants.index-Melczer.Combinatorics.index,2,1.9230769230769231
1616,Morris.MathematicalModelingPlants.index-günther.relativity.index,10,10.44973544973545
1617,Morris.MathematicalModelingPlants.index-Schröter.MinkowskiSpace.index,15,15.384615384615385
1618,Morris.MathematicalModelingPlants.index-Gron.Relativity.index,14,13.767019667170953
1619,Morris.MathematicalModelingPlants.index-Zwiebach.StringTheory.index,15,15.401301518438178
1620,Morris.MathematicalModelingPlants.index-Griffiths.ElementaryParticles.index,10,10.169491525423728
1621,Morris.MathematicalModelingPlants.index-Sakurai.QuantumMechanics.index,12,12.5
